Event_id,Event_name,Price,Event_type,Location_Province,Address,Latitude,Longitude,Date,Time,Description,Image_link,Ticket_info,Ticket_link
2874,Opportunity people investment.,466,music,Limpopo,"768 Allen Manors, Gallegosburgh, Limpopo - Lat: -23.189632, Lon: 28.993704",-23.18963225334621,28.993704181681867,2024-10-03,12:02,How some third magazine market home dream. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?lifestyle,VIP,https://www.ticketmaster.co.za/
2875,Computer market.,171,lifestyle,Northern Cape,"843 Benitez Crest, Destinyberg, Northern Cape - Lat: -29.077110, Lon: 16.088592",-29.077109759786275,16.08859211089206,2025-05-20,21:14,"For imagine identify scientist consumer production him difference nor if some. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?music,General,https://www.ticketmaster.co.za/
2876,Nor others teach.,126,food,KwaZulu-Natal,"705 Barrett Bridge, Davidton, KwaZulu-Natal - Lat: -26.495700, Lon: 30.978644",-26.495700444055807,30.978644182071996,2025-03-27,18:41,Attention century day specific look suffer success. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?night light,VIP,https://www.ticketmaster.co.za/
2877,Subject process student.,458,food,Free State,"934 Stacy Creek, Mooreland, Free State - Lat: -29.917557, Lon: 24.597286",-29.917557086832847,24.5972856098374,2025-03-26,11:59,Ask kind product to while situation matter care fine. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?food,VVIP,https://www.ticketmaster.co.za/
2878,Listen individual.,309,church,KwaZulu-Natal,"515 Linda Hills, Rhondaborough, KwaZulu-Natal - Lat: -26.535663, Lon: 31.115341",-26.53566268289055,31.11534101138554,2025-03-08,09:03,"Measure nearly husband very ok his dark close simply ability all need. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?night light,Early Bird,https://www.ticketmaster.co.za/
2879,Appear future.,0,corporate,Western Cape,"289 Jonathan Island, Robertstad, Western Cape - Lat: -33.904588, Lon: 19.321458",-33.90458776275484,19.32145758023473,2025-03-03,10:08,"Season give few since spend positive major item. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?night light,Free,No entrance fee
2880,Current.,385,church,Free State,"230 Michelle Plains, East Markton, Free State - Lat: -28.823813, Lon: 26.760044",-28.823812522169092,26.76004421330959,2024-11-08,16:33,"Carry fire clearly seat can example who simply responsibility fear my fact blue. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?food,Early Bird,https://www.ticketmaster.co.za/
2881,Evidence rock west.,0,music,KwaZulu-Natal,"683 Pratt Haven, Jessicahaven, KwaZulu-Natal - Lat: -26.116393, Lon: 29.551217",-26.116392639131163,29.5512165238634,2025-05-11,12:31,Top quality let feel cause story situation year study character style hold. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?corporate,Free,No entrance fee
2882,Poor break American.,366,music,North West,"453 Roy Avenue, New Cherylville, North West - Lat: -26.914489, Lon: 25.921667",-26.914488834921407,25.921667481395296,2025-06-12,20:35,What social story increase big walk meet whatever. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?corporate,General,https://www.ticketmaster.co.za/
2883,Wide task.,288,school,Northern Cape,"382 Randall Ways, Port James, Northern Cape - Lat: -29.598900, Lon: 21.413604",-29.598900470413284,21.413603663610495,2025-06-20,16:26,East nature west grow manage remember board. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?school,VVIP,https://www.ticketmaster.co.za/
2884,Film.,0,music,KwaZulu-Natal,"52 Barnes Point, South Jenniferborough, KwaZulu-Natal - Lat: -29.862328, Lon: 30.552735",-29.862327923051307,30.55273480851821,2025-06-25,14:45,These trade store manage television particularly coach boy including. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?night light,Free,No entrance fee
2885,Next do job.,191,music,Limpopo,"989 Rachel Roads, East Tyler, Limpopo - Lat: -23.440431, Lon: 25.588371",-23.440431113270677,25.588371060404043,2024-11-05,20:14,Friend skill let painting raise ago Congress politics camera so from. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?corporate,Early Bird,https://www.ticketmaster.co.za/
2886,Send.,425,food,Northern Cape,"827 John Streets, North Davidshire, Northern Cape - Lat: -28.656192, Lon: 17.384783",-28.656192129780475,17.38478293761224,2025-06-09,12:50,Apply myself like six environmental join close pressure line. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?corporate,VIP,https://www.ticketmaster.co.za/
2887,Industry.,0,school,Eastern Cape,"278 Richard Vista, Parkerton, Eastern Cape - Lat: -33.540977, Lon: 18.787592",-33.54097715164769,18.787592136500546,2025-01-14,14:02,Modern cup miss party record language although box of single can. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?food,Free,No entrance fee
2888,Again early Congress.,378,school,Gauteng,"72 Johnson Mission, Willisstad, Gauteng - Lat: -25.723456, Lon: 27.621095",-25.723456303413776,27.621095004507307,2025-05-02,18:44,Pass family audience sport Mr last involve where itself pretty team today if. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?school,Early Bird,https://www.ticketmaster.co.za/
2889,Amount.,402,night light,Limpopo,"515 Jason Summit, Stevenhaven, Limpopo - Lat: -23.847490, Lon: 27.199054",-23.847489878210247,27.199054244673718,2025-06-20,08:54,"Choice tax rule present own music usually sense game play. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?corporate,General,https://www.ticketmaster.co.za/
2890,Response most.,261,sport,Gauteng,"225 Cardenas Squares, North Caleb, Gauteng - Lat: -25.527811, Lon: 28.415328",-25.527811148466142,28.415327972468795,2024-12-22,23:30,"Citizen value represent situation easy within kind away difference middle. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?food,Early Bird,https://www.ticketmaster.co.za/
2891,Bill sort system.,264,church,Mpumalanga,"179 Christopher Rest, Melissachester, Mpumalanga - Lat: -25.808386, Lon: 30.321083",-25.808386428522642,30.321082926599352,2024-10-07,22:15,"His coach together example center bar also economic agreement leg experience. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?night light,General,https://www.ticketmaster.co.za/
2892,Imagine military rate.,113,sport,Gauteng,"735 Bullock Locks, Williamsfurt, Gauteng - Lat: -26.270956, Lon: 27.868377",-26.27095633805054,27.868377232736627,2025-03-06,19:15,"Degree price trouble situation vote information old bring stay. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?lifestyle,VVIP,https://www.ticketmaster.co.za/
2893,Door art.,0,night light,KwaZulu-Natal,"677 Cunningham Landing, New Jacqueline, KwaZulu-Natal - Lat: -25.521516, Lon: 30.101965",-25.521515560151947,30.101965042767535,2025-04-23,11:57,"Impact main reality share gun analysis since. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?night light,Free,No entrance fee
2894,Factor question.,275,food,Mpumalanga,"734 Brandon Locks, West Jack, Mpumalanga - Lat: -24.111600, Lon: 29.703291",-24.111599891191332,29.70329100726675,2025-04-21,17:29,Hope statement security north develop argue machine month first rise ground officer teach. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?night light,Early Bird,https://www.ticketmaster.co.za/
2895,Choice five.,257,night light,Mpumalanga,"218 Gilbert Fork, Thompsonmouth, Mpumalanga - Lat: -24.006818, Lon: 29.336755",-24.00681804380457,29.33675480338322,2025-06-13,09:46,"Bit movie since center include property create party. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?night light,VVIP,https://www.ticketmaster.co.za/
2896,Enter now.,278,music,Gauteng,"84 Perkins Well, South Jeremy, Gauteng - Lat: -26.496449, Lon: 28.122796",-26.496448637144354,28.12279574006614,2025-05-11,12:53,Garden radio scientist dream among their fire carry director major board throughout. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?concert,Early Bird,https://www.ticketmaster.co.za/
2897,Outside will conference.,434,music,North West,"739 Laura Summit, South Cherylmouth, North West - Lat: -26.364341, Lon: 26.613627",-26.364340981909475,26.613626581906015,2024-11-07,18:48,Follow day shoulder real wrong enjoy fund fight financial respond meet rather from. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?night light,General,https://www.ticketmaster.co.za/
2898,Better.,450,food,Limpopo,"336 Laura Causeway, Phillipfurt, Limpopo - Lat: -23.441295, Lon: 29.918866",-23.441295024741745,29.918866343900604,2025-05-13,17:22,Defense at treatment agency instead could which involve Mrs unit debate inside. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?school,VIP,https://www.ticketmaster.co.za/
2899,Expect election easy.,167,sport,Mpumalanga,"692 Le Prairie, Noahfort, Mpumalanga - Lat: -25.956210, Lon: 30.535403",-25.956210227826347,30.53540335910683,2025-05-18,08:07,"Cultural here thought difficult current real change west life without commercial. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?food,VIP,https://www.ticketmaster.co.za/
2900,Education lead financial dinner.,424,food,Northern Cape,"353 Andrea Avenue, East Larry, Northern Cape - Lat: -31.134767, Lon: 23.039362",-31.134767401233216,23.03936223437956,2025-05-28,13:19,World sing thousand song who computer dog consider respond score financial month. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?music,Early Bird,https://www.ticketmaster.co.za/
2901,Leave possible former.,440,sport,Gauteng,"603 Christopher Shoals, West Christinefurt, Gauteng - Lat: -25.794378, Lon: 27.767177",-25.79437810141937,27.76717716010586,2025-06-13,20:13,"Physical final glass radio nature low him theory produce bill. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?sports,General,https://www.ticketmaster.co.za/
2902,While voice population.,208,music,Eastern Cape,"894 Wright Mountains, Troyville, Eastern Cape - Lat: -33.481224, Lon: 23.923398",-33.48122373956689,23.923397741620814,2025-01-11,13:06,Tv you section watch another technology interest it worker. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?corporate,VIP,https://www.ticketmaster.co.za/
2903,Effect about speech place.,115,school,Free State,"63 Hannah Meadow, Melindaberg, Free State - Lat: -27.638401, Lon: 27.067570",-27.63840084474095,27.067570494762204,2025-02-02,22:10,Tree value really feeling war of newspaper issue. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?church,VIP,https://www.ticketmaster.co.za/
2904,Despite.,499,church,North West,"393 Jason Summit, Kingchester, North West - Lat: -26.556829, Lon: 27.154825",-26.55682868901925,27.15482529048793,2025-04-06,16:52,"Outside hear seven hold thousand people office data. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?corporate,Early Bird,https://www.ticketmaster.co.za/
2905,Deal yes.,0,corporate,North West,"593 Hutchinson Meadow, Lake Brian, North West - Lat: -26.334290, Lon: 23.981093",-26.33428998567237,23.981092708624598,2025-06-03,09:18,"Office happy college cause along risk allow model. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?lifestyle,Free,No entrance fee
2906,Left art.,110,night light,Western Cape,"191 Steele Crossing, East Daniel, Western Cape - Lat: -33.626664, Lon: 20.265746",-33.62666398192218,20.265745842969526,2024-12-19,12:02,"Father blue range identify provide word together half there above generation these truth. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?concert,VIP,https://www.ticketmaster.co.za/
2907,Run go.,428,night light,Gauteng,"399 Jones Landing, North Johnfort, Gauteng - Lat: -26.302488, Lon: 28.246812",-26.302488246305934,28.246812356698292,2024-11-15,22:37,"Speech easy officer all might pattern decide talk heart discuss bank pay. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?music,General,https://www.ticketmaster.co.za/
2908,Decision most.,0,lifestyle,North West,"658 Emily Mews, West Michelle, North West - Lat: -27.262700, Lon: 27.008737",-27.262699772249995,27.008737219262397,2025-02-01,16:32,"Air specific he meeting usually identify southern turn generation assume. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?lifestyle,Free,No entrance fee
2909,Light probably language.,241,night light,KwaZulu-Natal,"607 Lopez Gateway, South Tamara, KwaZulu-Natal - Lat: -27.277480, Lon: 31.335895",-27.277479952469292,31.335895112440365,2025-06-22,18:55,"Idea what drive security drug memory. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?school,General,https://www.ticketmaster.co.za/
2910,Common road book.,380,music,Western Cape,"201 Peters Knolls, New Jason, Western Cape - Lat: -32.135283, Lon: 19.731335",-32.13528347831036,19.731334683325144,2024-12-16,21:32,Business receive door you realize wide health marriage type especially. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?lifestyle,General,https://www.ticketmaster.co.za/
2911,Seek mind threat treatment.,121,sport,Eastern Cape,"128 Lori Divide, Matthewsport, Eastern Cape - Lat: -30.469963, Lon: 18.220605",-30.469963154261997,18.220604604753248,2025-01-28,22:47,"Continue this trip cell forward board discuss evidence. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?corporate,General,https://www.ticketmaster.co.za/
2912,Skin until.,188,corporate,Gauteng,"83 Ashley Extensions, Taylorbury, Gauteng - Lat: -26.149186, Lon: 27.948280",-26.149186131033147,27.948280069133567,2025-01-11,08:27,"Interest consumer every well organization travel spring money. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?church,General,https://www.ticketmaster.co.za/
2913,Organization suddenly course.,218,food,Northern Cape,"300 Christian Cape, West Briannafurt, Northern Cape - Lat: -28.201816, Lon: 21.671440",-28.20181554764824,21.671439972128603,2025-05-18,19:13,Head politics design general fire ball day keep discover show discussion. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?music,General,https://www.ticketmaster.co.za/
2914,Suggest education.,283,school,Gauteng,"314 Paul Freeway, Port Joshua, Gauteng - Lat: -26.117812, Lon: 27.979485",-26.117811783839684,27.979485228838747,2025-05-17,17:35,Case we role cup marriage tend attack network arrive sister sit book reach. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?night light,VIP,https://www.ticketmaster.co.za/
2915,Feel free.,451,music,Western Cape,"81 Alexis Drive, South Anthony, Western Cape - Lat: -32.836622, Lon: 18.670618",-32.83662236502966,18.67061840801799,2025-06-19,08:40,Call until prove feeling call great yourself toward human. Experience the ultimate music extravaganza with live performances that will resonate with your soul.,https://picsum.photos/200/300?concert,Early Bird,https://www.ticketmaster.co.za/
2916,Drive media.,251,church,Free State,"557 Lee Greens, East Kristenchester, Free State - Lat: -27.142920, Lon: 24.156656",-27.142920382141817,24.156655711699162,2025-03-13,22:27,"Artist affect watch rest majority operation very if on matter only deal half. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?lifestyle,VVIP,https://www.ticketmaster.co.za/
2917,Role.,129,food,Limpopo,"831 Rachel Port, North Rachel, Limpopo - Lat: -23.263649, Lon: 24.036850",-23.263649419537128,24.03684957910866,2024-12-20,15:26,Can quite enter industry if bank there road edge. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?school,VVIP,https://www.ticketmaster.co.za/
2918,Majority provide right.,396,church,Western Cape,"451 Smith Pass, West Jasonfort, Western Cape - Lat: -33.932109, Lon: 19.419189",-33.93210892026026,19.4191888546571,2025-04-14,17:49,"Care son quite compare sometimes energy vote other. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?church,VVIP,https://www.ticketmaster.co.za/
2919,Away him.,475,sport,KwaZulu-Natal,"21 Charles Circle, Michellehaven, KwaZulu-Natal - Lat: -27.346101, Lon: 31.617541",-27.346101419970296,31.61754114290812,2025-02-09,13:15,"Wonder with gas clear bad not almost six list debate image. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?music,Early Bird,https://www.ticketmaster.co.za/
2920,Among subject.,341,night light,KwaZulu-Natal,"952 White Spur, Port Donna, KwaZulu-Natal - Lat: -28.843848, Lon: 28.301611",-28.84384760195886,28.301611327579987,2024-10-12,16:59,"Perhaps process together too audience increase product. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?church,Early Bird,https://www.ticketmaster.co.za/
2921,Hold talk significant.,363,church,Northern Cape,"829 Kristen Lake, Port Stevenchester, Northern Cape - Lat: -28.103668, Lon: 22.811397",-28.10366759869882,22.81139667779467,2024-10-02,12:06,"Instead five language sound between sometimes try knowledge believe billion than me. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?corporate,General,https://www.ticketmaster.co.za/
2922,Dog home.,239,lifestyle,KwaZulu-Natal,"656 Goodwin Landing, New Kennethville, KwaZulu-Natal - Lat: -27.366915, Lon: 28.985130",-27.366915343249445,28.985130388703297,2024-11-17,22:47,"Experience practice find of project father only science how. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?sports,VVIP,https://www.ticketmaster.co.za/
2923,Laugh she report.,230,lifestyle,Gauteng,"351 Kathryn Knoll, North Charlesbury, Gauteng - Lat: -26.459095, Lon: 28.402196",-26.459095260465343,28.402196408689925,2025-01-15,23:57,"Economic property dinner every major instead peace understand. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?lifestyle,General,https://www.ticketmaster.co.za/
2924,Make.,405,school,Limpopo,"860 James Manors, Berryhaven, Limpopo - Lat: -22.853315, Lon: 24.241851",-22.853315201316214,24.241850639128238,2025-04-14,12:28,Maybe ability need director son remain dinner difference fast every its key remember. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?school,Early Bird,https://www.ticketmaster.co.za/
2925,Partner capital take during.,260,school,Eastern Cape,"781 Jordan Haven, Holmesside, Eastern Cape - Lat: -34.463516, Lon: 17.119634",-34.46351590864036,17.11963394328658,2024-11-25,23:33,Experience age myself later take both system senior operation point perhaps theory show. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?church,Early Bird,https://www.ticketmaster.co.za/
2926,Threat a technology.,0,school,Eastern Cape,"748 Adams Stravenue, North Thomas, Eastern Cape - Lat: -33.180455, Lon: 18.836522",-33.18045520377781,18.83652150148007,2025-05-13,22:54,Chance should since answer person enter agreement. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?night light,Free,No entrance fee
2927,Wonder whether.,242,lifestyle,Northern Cape,"953 Stacey Cliff, Summersbury, Northern Cape - Lat: -30.223004, Lon: 20.163744",-30.22300356863657,20.16374435363877,2025-04-10,10:34,"Conference herself there child blood reduce knowledge them development month. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?food,VVIP,https://www.ticketmaster.co.za/
2928,Exist letter open.,0,sport,Gauteng,"490 Cantu Brook, Jamesberg, Gauteng - Lat: -26.353425, Lon: 28.267726",-26.35342456061379,28.267726426099912,2025-02-16,23:50,"Cause daughter painting matter city TV score drug analysis perhaps movement save. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?school,Free,No entrance fee
2929,Available choose.,144,church,Limpopo,"687 Thomas Valley, East Tanya, Limpopo - Lat: -23.058362, Lon: 22.628285",-23.058361932990906,22.62828526292359,2025-03-29,14:50,"Guy society three high address beautiful. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?food,General,https://www.ticketmaster.co.za/
2930,Wide too reveal.,0,lifestyle,North West,"579 Megan Prairie, Lisaland, North West - Lat: -25.541551, Lon: 23.887714",-25.541550983059228,23.88771372844371,2025-05-22,18:17,"Sit professional financial also event hot purpose spring alone. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?sports,Free,No entrance fee
2931,Method economy yeah.,440,night light,North West,"161 Linda River, Port Aprilland, North West - Lat: -27.235260, Lon: 27.138361",-27.23525963845666,27.13836088338751,2024-10-26,12:13,"Successful medical like action short measure. Be amazed by a breathtaking display of lights at our night light event, where every moment is unforgettable.",https://picsum.photos/200/300?sports,VIP,https://www.ticketmaster.co.za/
2932,With hand.,0,food,Mpumalanga,"181 Ivan Forks, South Anna, Mpumalanga - Lat: -24.885616, Lon: 30.438970",-24.88561588189401,30.438970100688643,2025-05-11,17:02,Keep method learn information collection bad other agree song. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?school,Free,No entrance fee
2933,Race song.,476,church,Western Cape,"342 Baker Spring, Paigeton, Western Cape - Lat: -33.431202, Lon: 20.327348",-33.43120232951986,20.32734823986221,2024-12-09,15:02,"Will chair part yet federal artist relate democratic common have they. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?lifestyle,VIP,https://www.ticketmaster.co.za/
2934,Miss north type.,367,school,Gauteng,"130 Juan Unions, South Devonmouth, Gauteng - Lat: -25.586322, Lon: 27.500978",-25.586321756897647,27.50097777658867,2025-03-11,23:08,Business arm another happy become protect treatment understand foreign game several spend development. Engage in an enriching school program designed to inspire and educate students of all ages.,https://picsum.photos/200/300?church,Early Bird,https://www.ticketmaster.co.za/
2935,Both increase heavy.,288,food,KwaZulu-Natal,"364 Jeffrey Road, Randallport, KwaZulu-Natal - Lat: -29.104441, Lon: 31.584658",-29.104440695640488,31.584657545220114,2024-12-15,14:42,Tv positive bring plant garden send major environment court. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?lifestyle,VIP,https://www.ticketmaster.co.za/
2936,Avoid early lot.,158,food,Northern Cape,"682 Nolan Extension, Kylefurt, Northern Cape - Lat: -31.859495, Lon: 22.069422",-31.85949512104525,22.069422104594814,2025-05-02,23:17,Fact quality election audience event notice. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?concert,VVIP,https://www.ticketmaster.co.za/
2937,Box big water.,332,food,Gauteng,"886 Floyd Road, Shannonborough, Gauteng - Lat: -25.802946, Lon: 27.831790",-25.80294611639846,27.831789865994715,2025-01-22,16:58,Shake cut also smile history safe voice. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?night light,General,https://www.ticketmaster.co.za/
2938,Community company.,477,lifestyle,Eastern Cape,"56 Byrd Station, South Kelly, Eastern Cape - Lat: -31.531421, Lon: 23.641007",-31.531420913348935,23.641007497945374,2025-05-06,22:02,"Our today business weight yes price above attack. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?sports,VVIP,https://www.ticketmaster.co.za/
2939,Large radio course.,188,church,Limpopo,"218 Erin Forest, South Calvin, Limpopo - Lat: -22.802397, Lon: 26.187195",-22.802396682794623,26.187194988247413,2024-11-16,08:13,"Public responsibility tough story practice seat the data. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?lifestyle,VIP,https://www.ticketmaster.co.za/
2940,Dream degree.,460,corporate,Free State,"752 Danielle Mill, South Kyleside, Free State - Lat: -27.294246, Lon: 27.971638",-27.294246388298887,27.971638427861205,2024-10-10,18:58,"These left receive view account ask sure edge remember public thank along eat. Elevate your business connections at our corporate gathering, where innovation meets opportunity.",https://picsum.photos/200/300?lifestyle,Early Bird,https://www.ticketmaster.co.za/
2941,Product teach.,339,food,Gauteng,"774 Alejandra Garden, South Christopher, Gauteng - Lat: -26.299052, Lon: 28.253967",-26.299052106289047,28.25396666200231,2024-12-19,16:47,Him head better ground huge half. Join us at the food festival to savor exquisite dishes that will leave your taste buds wanting more.,https://picsum.photos/200/300?corporate,General,https://www.ticketmaster.co.za/
2942,Give tree high.,359,lifestyle,Free State,"999 Brian Ferry, East Johnchester, Free State - Lat: -28.619759, Lon: 27.085763",-28.619759303825713,27.085762625027872,2025-03-11,18:44,"Indeed receive boy foreign practice hear thought your ok seek may professor. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?concert,Early Bird,https://www.ticketmaster.co.za/
2943,Garden.,479,lifestyle,Limpopo,"393 Tanya Estate, North Rachael, Limpopo - Lat: -22.293260, Lon: 25.628435",-22.293259892777442,25.62843490391333,2025-02-20,13:34,"Exactly opportunity beautiful visit there wind join sell. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?night light,General,https://www.ticketmaster.co.za/
2944,He office else.,0,sport,Mpumalanga,"574 Garcia Square, North Richardmouth, Mpumalanga - Lat: -24.631038, Lon: 30.588427",-24.63103820242218,30.588427443045685,2025-03-10,08:36,"West arrive effect will give bag character hit. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?concert,Free,No entrance fee
2945,Test those child.,470,lifestyle,Gauteng,"37 Golden Union, Lake Nicholeborough, Gauteng - Lat: -25.510520, Lon: 28.353361",-25.51052046903322,28.353360825075473,2024-10-27,08:27,"Brother show lose reality up common mind eight computer police outside. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?church,VVIP,https://www.ticketmaster.co.za/
2946,Sign morning.,0,sport,Western Cape,"213 David Grove, South Edwardside, Western Cape - Lat: -32.714716, Lon: 18.815221",-32.7147160413939,18.815220879691612,2024-10-31,18:19,"Story ground their development cause until amount forget push type international involve model. Prepare yourself for an adrenaline-pumping sport event, packed with intense competition and fun.",https://picsum.photos/200/300?lifestyle,Free,No entrance fee
2947,Center reveal performance.,307,church,Northern Cape,"456 Flores Inlet, West Patricia, Northern Cape - Lat: -28.741457, Lon: 18.297548",-28.74145668857462,18.297547916101564,2025-05-15,16:30,"Candidate see manage hospital lead although case he purpose. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?sports,General,https://www.ticketmaster.co.za/
2948,Maybe hand.,497,church,KwaZulu-Natal,"431 Anne Mission, Port Moniquefort, KwaZulu-Natal - Lat: -28.721613, Lon: 28.571027",-28.721612567324836,28.571027058721203,2025-04-21,20:47,"Focus themselves event middle social begin. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?food,Early Bird,https://www.ticketmaster.co.za/
2949,Agent.,219,church,Northern Cape,"578 Jason Orchard, Kellifurt, Northern Cape - Lat: -30.801100, Lon: 23.735226",-30.801100008014124,23.735225836099747,2024-10-06,08:51,"Add many answer today market pattern meet. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?music,VIP,https://www.ticketmaster.co.za/
2950,Skin common.,440,lifestyle,Free State,"127 Burke Squares, West Ariana, Free State - Lat: -29.911141, Lon: 26.099779",-29.911140599809844,26.09977893910829,2025-02-21,17:14,"View between family since money charge year design middle. Immerse yourself in the latest trends at our lifestyle expo, a hub of inspiration and style.",https://picsum.photos/200/300?concert,VVIP,https://www.ticketmaster.co.za/
2951,Finally scene trade.,236,church,North West,"757 Tyler Manors, Lake Jasonborough, North West - Lat: -26.827235, Lon: 27.387225",-26.827235480571144,27.38722491689336,2024-10-04,10:22,"Any include trade now scientist sea art none. Join us for a serene and uplifting church service, where faith and community come together.",https://picsum.photos/200/300?food,General,https://www.ticketmaster.co.za/
